token,rating,standarddeviation,rawrating
pagpaubos,-1.1,0.53852,"[-1, -2, -1, -2, -1, -1, -1, 0, -1, -1]"
linya,-1.2,1.07703,"[-3, -1, -2, -2, 0, -1, -1, -1, -2, 1]"
kinabuhi,-2.1,0.7,"[-2, -3, -3, -2, -1, -2, -3, -2, -1, -2]"
ubos,-1,1.34164,"[-1, -2, -1, -2, 2, -2, -1, 1, -2, -2]"
ubos,0.9,1.13578,"[2, 2, 1, -1, 0, 1, 2, -1, 1, 2]"
ubos,-1.3,0.45826,"[-1, -2, -2, -1, -1, -2, -1, -1, -1, -1]"
lowrider,-0.2,0.4,"[0, 0, 0, -1, -1, 0, 0, 0, 0, 0]"
lowriders,0.1,0.53852,"[0, 0, 0, 0, 1, 0, -1, 0, 1, 0]"
ubos,-0.8,0.9798,"[0, -1, -1, -1, 0, 1, -3, -1, -1, -1]"
ubos,-0.7,0.78102,"[0, -1, 1, -1, -1, -1, 0, -1, -2, -1]"
maunongon,2.1,0.7,"[3, 2, 1, 1, 2, 2, 3, 2, 3, 2]"
pagkamaunongon,1,0.89443,"[1, 2, 1, -1, 0, 1, 2, 1, 1, 2]"
loyalismo,0.9,0.83066,"[2, 0, 0, 1, 1, 0, 2, 2, 1, 0]"
loyalista,1.5,0.92195,"[1, 0, 2, 2, 3, 0, 2, 2, 1, 2]"
mga loyalista,1.1,0.83066,"[1, 1, 1, 3, 0, 2, 1, 0, 1, 1]"
maunongon,2.1,0.7,"[3, 2, 2, 2, 1, 3, 1, 2, 3, 2]"
pagkamaunongon,1.9,0.7,"[3, 1, 2, 2, 2, 3, 2, 1, 1, 2]"
pagkamaunongon,2.5,0.67082,"[1, 3, 3, 3, 3, 2, 2, 2, 3, 3]"
suwerte,2,0.63246,"[2, 2, 1, 3, 3, 2, 1, 2, 2, 2]"
suwerte,1.9,0.7,"[2, 2, 2, 1, 1, 2, 3, 3, 1, 2]"
suwerte,1.6,0.66332,"[1, 1, 1, 2, 2, 1, 1, 2, 2, 3]"
mas swerte,1.9,0.7,"[1, 3, 1, 2, 2, 1, 2, 3, 2, 2]"
labing swerte,2.9,0.7,"[3, 3, 4, 2, 2, 4, 3, 3, 2, 3]"
swerte,2.3,0.45826,"[2, 2, 3, 2, 2, 3, 2, 2, 2, 3]"
suwerte,1,1.61245,"[2, 2, 1, -2, 3, 1, 1, 2, 2, -2]"
suwerte,1.2,0.6,"[2, 1, 1, 0, 1, 1, 1, 2, 2, 1]"
walay suwerte,-1.3,0.45826,"[-2, -1, -2, -1, -1, -1, -2, -1, -1, -1]"
suwerte,1.6,0.91652,"[0, 3, 1, 1, 3, 2, 2, 1, 2, 1]"
suwerte,1.8,0.74833,"[2, 1, 1, 1, 3, 2, 1, 2, 2, 3]"
kataw-anan,-1.5,1.36015,"[2, -2, -2, -1, -1, -1, -3, -3, -2, -2]"
kataw-anan,-0.2,1.83303,"[3, -1, 0, -2, -1, 0, 3, -3, -1, 0]"
kataw-anan,-1.9,1.57797,"[-1, 2, -2, -3, -2, -2, -3, -4, -1, -3]"
lugubrious,-2.1,1.37477,"[-3, -2, -3, -3, -3, 1, -2, -3, 0, -3]"
lulz,2,1,"[2, 2, 2, 3, 4, 1, 3, 1, 1, 1]"
buangbuang,-2.2,1.32665,"[-2, -3, -4, -2, -3, -2, -1, -3, 1, -3]"
buangbuang,-1.6,1.95959,"[-4, -2, -3, -4, -2, 2, -1, -3, 1, 0]"
tago,-0.8,0.87178,"[-1, -1, 0, -3, -1, 0, -1, 0, -1, 0]"
nagtago,-0.5,1.11803,"[1, -1, -1, 0, -1, -2, 1, -2, 1, -1]"
nagtago,-0.9,1.04403,"[-1, -1, -1, -2, -2, -1, -1, -1, 2, -1]"
namakak,-2.4,0.8,"[-2, -4, -3, -1, -2, -2, -3, -2, -2, -3]"
buang,-2.2,0.74833,"[-3, -3, -1, -1, -2, -3, -2, -2, -3, -2]"
makapasuko,-2.2,0.74833,"[-3, -3, -1, -1, -3, -2, -2, -3, -2, -2]"
madder,-1.2,1.16619,"[-2, 0, -3, 0, 0, -1, -3, -1, -2, 0]"
pinakabuang,-2.8,1.16619,"[-4, -4, -4, -4, -1, -3, -2, -1, -2, -3]"
buang,-1.7,1.1,"[-2, 0, -2, -2, -2, -1, -4, -2, 0, -2]"
pagkabuang,-1.9,0.53852,"[-1, -2, -1, -3, -2, -2, -2, -2, -2, -2]"
talagsaon,2.3,1.1,"[2, 2, 0, 2, 4, 4, 2, 2, 3, 2]"
dako,2.4,1.28062,"[1, 4, 1, 2, 4, 3, 1, 1, 4, 3]"
gamay,-2,1.28062,"[1, 4, 1, 2, 4, 3, 1, 1, 4, 3]"
pagpadako,1,0.89443,"[2, 3, 1, 0, 0, 1, 1, 1, 0, 1]"
pagpadako,1.2,1.249,"[-1, 0, 0, 2, 2, 2, 0, 2, 3, 2]"
kahalangdon,2.4,1.0198,"[3, 2, 1, 3, 2, 1, 4, 4, 2, 2]"
kahalangdon,2.3,0.9,"[3, 4, 3, 1, 3, 2, 1, 2, 2, 2]"
nindot,2.9,0.7,"[2, 4, 2, 4, 3, 3, 3, 3, 2, 3]"
nindot kaayo,3.4,0.66332,"[3, 3, 3, 4, 4, 2, 4, 4, 3, 4]"
magnifico,1.8,0.87178,"[2, 1, 1, 2, 1, 1, 3, 3, 3, 1]"
magnifico,1.4,0.8,"[2, 2, 0, 2, 1, 1, 3, 1, 1, 1]"
mandatory,0.3,0.9,"[1, 0, -1, 0, -1, 0, 1, 2, 0, 1]"
maniac,-2.1,0.7,"[-1, -2, -2, -2, -3, -3, -1, -2, -2, -3]"
maniacal,-0.3,1.73494,"[2, -1, -3, -3, 0, 2, -1, 1, 1, -1]"
mabuang,-1.7,0.78102,"[-1, -2, -1, -2, -3, -2, -1, -3, -1, -1]"
maniac,-1.2,1.8868,"[-3, 1, -2, 1, -3, -2, 0, 2, -3, -3]"
gimaniobra,-1.6,0.4899,"[-2, -1, -1, -2, -1, -2, -2, -1, -2, -2]"
pagmaniobra,-1.5,0.80623,"[-1, -1, -1, -2, -2, -1, -2, -2, -3, 0]"
pagmaniobra,-1.2,1.72047,"[2, -3, -2, -3, -1, -1, -2, 2, -2, -2]"
katingalahan,1.8,0.6,"[2, 1, 1, 2, 1, 2, 3, 2, 2, 2]"
kahibulongan,2.9,0.7,"[2, 2, 3, 2, 3, 3, 4, 3, 4, 3]"
katingalahan,2,0.89443,"[3, 1, 1, 3, 1, 2, 1, 2, 3, 3]"
masochism,-1.6,1.11355,"[-1, 0, -2, -2, -2, -2, 0, -4, -1, -2]"
masokismo,-1.1,1.57797,"[3, -3, -2, -2, -1, -1, -2, -1, 0, -2]"
masochist,-1.7,0.9,"[-1, 0, -3, -1, -2, -2, -2, -2, -1, -3]"
masochistic,-2.2,1.16619,"[-1, -1, -1, -2, -3, -2, -4, -3, -4, -1]"
masochistically,-1.6,1.35647,"[-1, -1, -3, -3, -3, -3, 0, -2, 1, -1]"
masokista,-1.2,1.07703,"[1, -2, 0, -2, -3, -1, -2, -1, -1, -1]"
butang,0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
butang,0.1,0.3,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
hamtong,1.8,0.4,"[2, 2, 2, 2, 2, 1, 2, 2, 1, 2]"
makahuluganon,1.3,0.9,"[0, 0, 2, 1, 1, 3, 1, 2, 2, 1]"
walay kahulogan,-1.9,0.7,"[-1, -2, -2, -2, -1, -1, -2, -3, -3, -2]"
medalya,2.1,1.22066,"[2, 4, 3, 1, 0, 2, 2, 2, 1, 4]"
kasarangan,-0.3,1.1,"[-1, 0, -2, 0, -1, 2, -1, -1, 0, 1]"
meditative,1.4,0.66332,"[2, 0, 1, 2, 2, 1, 2, 1, 2, 1]"
hapit,-0.3,0.78102,"[-1, 0, -1, 0, -1, -1, 1, 0, 1, -1]"
melancholia,-0.5,1.28452,"[0, -2, -2, 0, 1, -1, 2, -2, 0, -1]"
melancholiac,-2,0.63246,"[-2, -2, -3, -2, -2, -3, -1, -1, -2, -2]"
melancholias,-1.6,0.8,"[-1, -2, -3, -2, 0, -2, -1, -1, -2, -2]"
melancholic,-0.3,1.18743,"[0, 2, -2, 0, 1, -1, 0, -2, 0, -1]"
melancholics,-1,1,"[0, -1, -3, 1, -1, -2, -1, -1, -1, -1]"
melancholies,-1.1,0.83066,"[-1, 0, -1, 0, -3, -1, -2, -1, -1, -1]"
kasubo,-1.9,1.13578,"[-3, -2, -3, -2, -3, -2, -2, 1, -1, -2]"
hulga,-2.2,0.87178,"[-3, -3, -2, -1, -1, -2, -3, -1, -3, -3]"
gihulga,-1.7,1.48661,"[-3, -2, -2, -3, -3, -1, 1, -3, 1, -2]"
kaluoy,1.5,0.67082,"[1, 2, 1, 1, 1, 3, 2, 2, 1, 1]"
merito,1.8,0.74833,"[2, 2, 2, 2, 0, 2, 3, 2, 2, 1]"
merited,1.4,0.4899,"[1, 2, 2, 1, 1, 1, 2, 1, 2, 1]"
meriting,1.1,1.13578,"[1, 2, 1, -2, 1, 1, 2, 2, 1, 2]"
meritokrasya,0.6,1.35647,"[2, 4, 0, 0, 1, -1, 0, 0, 0, 0]"
meritocrat,0.4,0.8,"[0, 0, 0, 1, -1, 0, 0, 1, 2, 1]"
meritocrats,1.1,1.13578,"[2, 1, 1, 0, 0, 1, 1, 4, 0, 1]"
takus,2.1,0.53852,"[3, 2, 2, 2, 2, 2, 2, 2, 3, 1]"
meritoriousness,1.7,1.18743,"[4, 1, 2, 1, 2, 0, 3, 2, 2, 0]"
merito,1.7,0.78102,"[1, 3, 1, 1, 2, 2, 1, 1, 3, 2]"
mas malipayon,1.7,1.41774,"[3, 2, 2, 3, 2, 2, -1, -1, 3, 2]"
labing malipayon,2.7,1.41774,"[3, 4, 4, 4, 2, 3, -1, 2, 3, 3]"
malipayon,2.4,0.66332,"[3, 3, 2, 2, 2, 3, 2, 3, 1, 3]"
kasadya,2.4,1.35647,"[1, 3, 3, 4, 2, -1, 3, 3, 3, 3]"
kasadya,2,0.89443,"[2, 2, 3, 3, 0, 2, 2, 1, 2, 3]"
kalipay,2.2,0.74833,"[2, 1, 2, 3, 2, 2, 3, 3, 1, 3]"
malipayon,2.5,0.80623,"[2, 4, 2, 2, 3, 3, 3, 3, 2, 1]"
magbubuhat sa kalipay,2.2,1.4,"[3, 1, 3, 3, 3, -1, 2, 1, 3, 4]"
magsadya,1.7,1.34536,"[1, 4, 1, 3, 1, 3, -1, 2, 1, 2]"
pagsadya,2.2,0.6,"[3, 2, 2, 2, 2, 1, 3, 3, 2, 2]"
pagsadya,2.4,1.11355,"[3, 3, 2, 3, 4, 2, 0, 3, 1, 3]"
merrythought,1.1,0.9434,"[1, 1, 3, 0, 2, 0, 0, 1, 2, 1]"
merrythoughts,1.6,1.11355,"[1, 3, 2, 1, 2, 1, 0, 3, 3, 0]"
kagubot,-1.5,0.92195,"[-1, -3, -1, -1, -3, -1, -2, -1, 0, -2]"
nagubot,-1.4,0.8,"[-2, -1, -1, -3, 0, -2, -2, -1, -1, -1]"
gubot,-1.5,0.80623,"[-1, -2, -2, -2, -1, -1, -2, 0, -1, -3]"
metodo,0.6,0.8,"[0, 0, 0, 2, 2, 0, 1, 1, 0, 0]"
walay hunahuna,-1.9,0.7,"[-2, -1, -2, -1, -1, -2, -3, -3, -2, -2]"
milagro,2.8,0.87178,"[4, 4, 3, 2, 3, 4, 2, 2, 2, 2]"
kasadya,2.6,0.66332,"[3, 3, 3, 2, 3, 3, 3, 2, 1, 3]"
malipayon,2.7,0.45826,"[3, 3, 3, 2, 3, 3, 3, 2, 3, 2]"
malipayon,2,1.48324,"[2, 3, 4, 3, 0, -1, 2, 1, 3, 3]"
paggawi,-1.9,0.7,"[-3, -3, -1, -2, -2, -1, -1, -2, -2, -2]"
sayop nga binuhatan,-1.6,0.4899,"[-1, -2, -1, -2, -2, -2, -1, -2, -1, -2]"
sayop nga binuhatan,-1.6,0.4899,"[-1, -2, -2, -1, -2, -2, -1, -2, -1, -2]"
paggawi,-1.7,0.64031,"[-1, -2, -1, -2, -3, -2, -1, -2, -1, -2]"
pagkadaotan,-1.5,0.67082,"[-2, -1, -1, -1, -1, -2, -3, -2, -1, -1]"
kadaotan,-0.8,1.72047,"[-2, -1, -2, -2, 3, -1, -2, 2, -1, -2]"
miser,-1.8,0.87178,"[-1, -2, 0, -3, -2, -2, -3, -2, -2, -1]"
makalolooy,-2.2,1.32665,"[-2, -2, -3, -3, -4, -3, -1, -2, 1, -3]"
kaalaot,-2.8,0.6,"[-3, -3, -3, -3, -2, -2, -3, -4, -2, -3]"
makalolooy,-2.1,1.37477,"[-2, -1, -3, -3, -4, -3, -1, -2, 1, -3]"
miserere,-0.8,1.07703,"[-1, -1, 0, -3, 0, -1, 0, 1, -2, -1]"
misericorde,0.1,1.64012,"[1, 1, -1, 2, 1, 2, -3, -1, -2, 1]"
misericordes,-0.5,1.36015,"[0, 0, -1, 0, 0, 1, -3, 0, 1, -3]"
kasakitan,-2.7,0.78102,"[-3, -4, -1, -2, -3, -3, -2, -3, -3, -3]"
pagkamaldito,-2.6,1.0198,"[-3, -1, -3, -2, -2, -1, -3, -4, -4, -3]"
makalolooy,-1.4,0.91652,"[0, -2, -2, 0, -1, -2, -2, -1, -3, -1]"
alaot,-1.5,0.92195,"[0, -1, -1, -3, -1, -1, -2, -3, -2, -1]"
kaalaot,-2.7,0.45826,"[-2, -2, -3, -3, -2, -3, -3, -3, -3, -3]"
pagduhaduha,-1.4,0.4899,"[-2, -2, -2, -1, -1, -1, -2, -1, -1, -1]"
impormasyon,-1.3,0.64031,"[-1, -1, -1, -1, -1, -1, -2, -1, -1, -3]"
impormasyon,-1.6,0.4899,"[-1, -1, -1, -2, -2, -1, -2, -2, -2, -2]"
pagsabot,-1.3,0.64031,"[-1, -2, -1, 0, -2, -1, -1, -1, -2, -2]"
nagpahisalaag,-1.7,0.64031,"[-2, -1, -3, -1, -1, -2, -2, -2, -1, -2]"
pagbasa,-1.1,0.3,"[-1, -1, -1, -2, -1, -1, -1, -1, -1, -1]"
pagtaho,-1.5,0.5,"[-2, -1, -1, -1, -2, -1, -2, -2, -1, -2]"
sayop nga representasyon,-2,0.63246,"[-2, -3, -2, -1, -1, -3, -2, -2, -2, -2]"
gimingaw,-0.6,1.35647,"[-1, -1, -1, -1, -2, -1, 2, 2, -2, -1]"
nasipyat,-0.9,0.3,"[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
nawala,-1.2,0.4,"[-1, -2, -1, -1, -1, -1, -2, -1, -1, -1]"
masayop,-0.8,0.4,"[-1, -1, -1, -1, -1, -1, -1, 0, 0, -1]"
sayop,-1.4,0.4899,"[-1, -2, -1, -1, -1, -1, -2, -2, -2, -1]"
sayop,-1.5,0.67082,"[-2, -1, -2, -2, -1, -1, -1, -3, -1, -1]"
sayop,-1.2,0.4,"[-1, -1, -2, -1, -1, -1, -1, -2, -1, -1]"
sayop,-1.6,0.4899,"[-2, -1, -2, -1, -2, -2, -1, -2, -1, -2]"
mga sayop,-1.6,0.8,"[-3, -1, -1, -1, -3, -1, -1, -2, -2, -1]"
sayop,-1.5,0.67082,"[-2, -1, -2, -1, -3, -2, -1, -1, -1, -1]"
nasayop,-1.1,0.53852,"[-1, -1, -1, -1, 0, -1, -1, -1, -2, -2]"
pagsabot,-1.5,0.67082,"[-3, -2, -1, -1, -1, -1, -1, -2, -2, -1]"
pagsabot,-1.3,0.45826,"[-1, -2, -1, -2, -1, -1, -2, -1, -1, -1]"
wala masabti,-1.4,0.66332,"[-1, -1, -1, -3, -1, -1, -2, -1, -2, -1]"
mlm,-1.4,1.68523,"[0, -2, -2, -3, -4, -2, 0, 1, 1, -3]"
mmk,0.6,1.0198,"[0, 0, 0, 0, 0, 3, 1, 0, 0, 2]"
agulo,-0.6,1.62481,"[-2, -1, 0, -3, 2, -2, 0, 0, -2, 2]"
agulo,-0.4,1.35647,"[-2, 0, -3, 0, -1, -1, 2, 1, 0, 0]"
agulo,-0.4,1.28062,"[-1, -1, 1, -1, 0, 0, 2, 0, -3, -1]"
agulo,-0.6,0.8,"[-2, 0, 0, -2, 0, -1, 0, 0, 0, -1]"
pagbiaybiay,-1.8,0.74833,"[-3, -1, -1, -2, -2, -1, -3, -1, -2, -2]"
gibugalbugalan,-1.3,1.26886,"[-2, -2, -1, -2, -2, -3, -2, 1, 1, -1]"
tigtamay,-0.8,1.46969,"[-1, -2, 2, -2, -2, -2, -2, 1, 1, -1]"
pagbiaybiay,-1.6,0.8,"[-3, -1, -2, -2, -2, 0, -1, -2, -1, -2]"
tigtamay,-1.3,0.78102,"[-2, -3, 0, -1, -1, -1, -2, -1, -1, -1]"
pagbiaybiay,-1.3,0.45826,"[-2, -1, -1, -1, -1, -1, -2, -2, -1, -1]"
pagbiaybiay,-1.7,0.64031,"[-2, -1, -1, -2, -1, -1, -3, -2, -2, -2]"
pagbiaybiay,-2,0.63246,"[-1, -3, -2, -2, -2, -2, -2, -1, -3, -2]"
molestiya,-2.1,1.81384,"[-4, -1, -2, -4, -3, 1, -3, 1, -2, -4]"
pagmolestiya,-1.9,1.57797,"[-2, -2, -3, -2, -3, -2, -4, 1, 1, -3]"
mga pagmolestiya,-2.9,1.04403,"[-3, -4, -4, -4, -3, -2, -2, -1, -2, -4]"
gimolestiya,-1.9,1.92094,"[-4, 1, -1, -4, -2, -1, -4, -4, 1, -1]"
tigmolestiya,-2.3,1.61555,"[-4, -2, -1, -4, -2, -1, -4, -4, 1, -2]"
molestiya,-2.2,1.66132,"[-2, -4, -3, -3, -3, 1, 1, -3, -3, -3]"
pagmolestiya,-2.8,1.72047,"[-4, -4, -4, -4, -3, -4, -1, -1, 1, -4]"
molestiya,-3.1,1.13578,"[-3, -4, -4, -4, -3, -4, 0, -3, -3, -3]"
mongering,-0.8,1.16619,"[-3, -2, 0, 0, -1, 1, -2, 0, -1, 0]"
monopolyo,-0.8,1.6,"[-1, -3, -2, -2, 0, -1, -1, -2, 2, 2]"
monopolyo,-0.9,0.53852,"[0, -2, -1, 0, -1, -1, -1, -1, -1, -1]"
nagmonopoliya,-1.1,0.83066,"[0, -3, -1, 0, -1, -1, -2, -1, -1, -1]"
pagmonopolyo,-0.5,1.56525,"[2, -1, -2, -1, -3, -1, -1, 2, 1, -1]"
mooch,-1.7,0.9,"[-1, -1, -1, -3, -1, -3, -3, -2, -1, -1]"
mooched,-1.4,0.4899,"[-2, -1, -2, -1, -1, -2, -1, -1, -2, -1]"
moocher,-1.5,0.67082,"[-2, -1, -2, -1, -1, -2, -1, -1, -3, -1]"
moochers,-1.9,0.7,"[-3, -2, -2, -3, -1, -1, -1, -2, -2, -2]"
mooches,-1.4,0.66332,"[-2, -1, -2, -1, 0, -2, -1, -1, -2, -2]"
mooching,-1.7,0.64031,"[-3, -2, -1, -1, -2, -2, -1, -2, -1, -2]"
moodier,-1.1,1.13578,"[-2, -1, -1, -1, -2, -1, -2, 2, -1, -2]"
pinakabag-o,-2.1,0.9434,"[-1, -2, -2, -2, -1, -2, -4, -3, -1, -3]"
masulub-on,-1.3,0.45826,"[-1, -1, -1, -1, -1, -2, -2, -1, -2, -1]"
kaguol,-1.4,0.66332,"[-2, -1, -2, -2, -1, 0, -2, -1, -1, -2]"
moodiness,-1.4,0.4899,"[-2, -1, -1, -2, -1, -1, -1, -2, -2, -1]"
moody,-1.5,0.67082,"[-1, -1, -1, -2, -2, -3, -1, -1, -1, -2]"
mope,-1.9,0.53852,"[-2, -2, -1, -2, -2, -2, -2, -3, -1, -2]"
moping,-1,1.48324,"[-2, -2, -1, -1, 1, 2, -3, -2, 0, -2]"
tanga,-2.2,0.6,"[-2, -1, -2, -3, -3, -2, -2, -3, -2, -2]"
moronic,-2.7,0.64031,"[-3, -3, -3, -3, -2, -4, -2, -3, -2, -2]"
kataw-anan,-1.4,1.8,"[-4, -2, -1, 2, -2, -2, -3, -3, 0, 1]"
moronity,-1.1,1.22066,"[-2, -1, -2, -1, 0, -2, 2, -2, -2, -1]"
tanga,-1.3,1.1,"[-1, -1, -1, 0, -3, -2, 0, 0, -2, -3]"
bastos,-3.6,0.66332,"[-3, -4, -4, -4, -4, -2, -4, -3, -4, -4]"
inahan,-2.8,1.249,"[-3, -1, -4, 0, -3, -3, -4, -4, -3, -3]"
pagdasig,1.6,0.4899,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 2]"
nadasig,2,0.63246,"[3, 3, 1, 2, 1, 2, 2, 2, 2, 2]"
makapadasig,2.2,0.6,"[2, 2, 3, 3, 3, 2, 2, 2, 1, 2]"
pagdasig,1.4,0.66332,"[1, 1, 2, 0, 2, 1, 2, 1, 2, 2]"
pagbangotan,-1.8,0.6,"[-2, -2, -2, -2, -2, -1, -2, -3, -1, -1]"
nagbangotan,-1.3,1.55242,"[-1, -2, -3, -3, -2, -1, 1, -2, 2, -2]"
nagbangotan,-1.6,1.35647,"[-3, 0, -2, -1, -1, 0, -2, 0, -3, -4]"
nagbangotan,-1.8,0.74833,"[-1, -2, -3, -1, -2, -1, -2, -1, -2, -3]"
masulub-on,-1.6,1.62481,"[-2, -3, -3, 2, -2, -3, -2, 1, -2, -2]"
tigbangotan,-1.9,0.9434,"-2, -3, -3, -3, 0, -2, -1, -2, -2, -1]"
masulub-on,-1.7,1.55242,"[-4, -3, -2, -3, 1, -2, -2, -2, 1, -1]"
pagbangotan,-1.8,1.4,"[-4, -3, 1, -3, -1, -2, 0, -2, -2, -2]"
pagbangotan,-1.9,1.04403,"[-1, -1, -1, -1, -2, -3, -4, -3, -2, -1]"
nagbangotan,-2.3,1.18743,"[-3, -3, -3, -3, -2, -3, -2, 1, -2, -3]"
nagbangotan,-2.4,0.66332,"[-2, -2, -3, -2, -3, -3, -3, -1, -2, -3]"
muah,2.3,1.26886,"[0, 3, 1, 2, 3, 1, 4, 4, 3, 2]"
mumpish,-1.4,0.66332,"[-1, -1, -2, -2, 0, -1, -2, -2, -1, -2]"
pagpatay,-3.7,0.64031,"[-4, -4, -4, -4, -2, -4, -4, -4, -3, -4]"
gipatay,-3.4,0.66332,"[-4, -3, -2, -3, -4, -4, -3, -3, -4, -4]"
mamumuno,-3.2,0.6,"[-3, -3, -2, -3, -4, -4, -3, -3, -4, -3]"
mga mamumuno,-3.1,0.7,"[-2, -4, -3, -4, -3, -2, -3, -3, -4, -3]"
mamumuno,-3.6,0.4899,"[-4, -3, -3, -3, -4, -4, -4, -3, -4, -4]"
mamumuno,-3.3,0.78102,"[-3, -4, -4, -4, -4, -2, -4, -3, -3, -2]"
mamumuno,-2.2,1.72047,"[-2, -2, -3, -4, -3, -3, -4, 1, 1, -3]"
mamumuno,-2.6,0.8,"[-2, -4, -3, -4, -2, -2, -2, -2, -3, -2]"
pagpatay,-3.3,0.78102,"[-4, -2, -4, -3, -4, -3, -2, -4, -4, -3]"
mamumuno,-3.2,0.74833,"[-3, -3, -4, -3, -4, -4, -4, -2, -2, -3]"
pagpatay,-3.1,0.9434,"[-3, -4, -4, -4, -3, -4, -1, -2, -3, -3]"
pagpatay,-2.9,0.7,"[-3, -3, -4, -2, -2, -2, -4, -3, -3, -3]"
pagpatay,-3,1.84391,"[-4, -4, -4, 2, -4, -2, -4, -4, -2, -4]"
n00b,-1.6,0.8,"[-1, -3, -1, -2, -2, -2, -2, -2, -1, 0]"
nag,-1.5,0.80623,"[-1, -1, -3, -1, -3, -2, -1, -1, -1, -1]"
nagana,-1.7,0.9,"[-2, -2, 0, 0, -2, -3, -2, -2, -2, -2]"
nagged,-1.7,0.45826,"[-2, -1, -2, -1, -2, -2, -1, -2, -2, -2]"
nagger,-1.8,0.4,"[-2, -1, -2, -2, -2, -2, -1, -2, -2, -2]"
naggers,-1.5,0.67082,"[-1, -1, -2, -2, -2, -1, -1, -3, -1, -1]"
naggier,-1.4,1.11355,"[-2, -3, -2, -2, 1, -1, -2, -1, 0, -2]"
labing kasuko,-2.4,0.91652,"[-3, -2, -2, -1, -4, -2, -3, -3, -3, -1]"
naglagot,-1.7,0.64031,"[-1, -1, -1, -1, -2, -2, -2, -2, -3, -2]"
samok,-0.9,1.37477,"[-2, 2, -1, -1, -1, -3, 1, -1, -1, -2]"
naggy,-1.7,0.64031,"[-2, -2, -1, -1, -3, -2, -1, -2, -1, -2]"
nag,-1.1,0.53852,"[-1, -1, -2, -1, -1, -2, -1, -1, 0, -1]"
nah,-0.4,1.28062,"[0, 0, 1, -1, -3, -1, 0, 2, -1, -1]"
walay pulos,-1.1,1.22066,"[-2, -2, -1, 2, -1, -1, -1, -3, -1, -1]"
nastic,0.2,0.6,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mas daotan,-2.3,0.45826,"[-2, -2, -2, -3, -3, -2, -3, -2, -2, -2]"
nasties,-2.1,0.3,"[-2, -2, -2, -2, -3, -2, -2, -2, -2, -2]"
labing daotan,-2.4,1.85472,"[-4, -4, -4, -2, -3, -2, 1, 1, -3, -4]"
daotan,-1.9,0.7,"[-2, -3, -1, -2, -2, -3, -1, -1, -2, -2]"
pagkadaotan,-1.1,1.44568,"[-2, -2, -3, -2, 1, -1, -1, -1, 2, -2]"
nastisses,-2.6,0.66332,"[-2, -3, -3, -2, -3, -3, -3, -1, -3, -3]"
nasturtium,0.4,0.66332,"[0, 0, 0, 0, 0, 1, 1, 0, 2, 0]"
nasturtiums,0.1,0.3,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
daotan,-2.6,1.0198,"[-3, -1, -2, -4, -3, -3, -1, -2, -4, -3]"
hapsay,2,0.89443,"[2, 1, 1, 2, 3, 1, 2, 2, 2, 4]"
hapsay,1.2,0.4,"[1, 1, 1, 1, 1, 2, 2, 1, 1, 1]"
gihapsay,2,1.09545,"[0, 2, 1, 3, 1, 2, 4, 3, 2, 2]"
neatening,1.3,0.45826,"[1, 1, 1, 1, 2, 2, 2, 1, 1, 1]"
neatens,1.1,0.83066,"[0, 1, 0, 1, 1, 1, 1, 3, 2, 1]"
mas hapsay,1,0.44721,"[1, 1, 1, 1, 1, 1, 2, 0, 1, 1]"
maayo nga,1.7,0.64031,"[1, 2, 2, 1, 2, 2, 1, 2, 1, 3]"
ubos sa,0.2,0.9798,"[0, 0, -2, 0, 0, 2, 0, 1, 1, 0]"
neatherd,-0.4,0.8,"[0, 0, 0, -2, 0, -1, 1, -1, -1, 0]"
hapsay nga,1.4,0.66332,"[2, 1, 1, 2, 2, 2, 0, 1, 1, 2]"
kahapsay,1.3,0.64031,"[2, 1, 1, 0, 1, 1, 2, 2, 2, 1]"
neats,1.1,0.53852,"[2, 1, 2, 1, 0, 1, 1, 1, 1, 1]"
nanginahanglan,-1.4,0.4899,"[-1, -2, -2, -2, -1, -1, -1, -1, -2, -1]"
negatibo,-2.7,0.9,"[-1, -3, -3, -2, -4, -2, -2, -4, -3, -3]"
negatibo,-2.3,0.45826,"[-2, -2, -2, -2, -3, -2, -3, -3, -2, -2]"
pagpasagad,-2,0.63246,"[-2, -2, -1, -1, -3, -2, -3, -2, -2, -2]"
gipasagdan,-2.4,1.0198,"[-1, -2, -4, -3, -2, -2, -1, -4, -3, -2]"
nagpabaya,-1.7,0.64031,"[-2, -2, -1, -1, -1, -3, -2, -2, -1, -2]"
mga nagpabaya,-1.5,0.67082,"[-2, -1, -1, -1, -2, -1, -1, -2, -3, -1]"
walay pagtagad,-2,0.63246,"[-3, -3, -1, -2, -2, -2, -1, -2, -2, -2]"
walay pagtagad,-2.1,0.9434,"[-1, -3, -3, -1, -1, -2, -2, -2, -4, -2]"
pagpabaya,-2,0.63246,"[-2, -2, -2, -2, -1, -3, -2, -2, -1, -3]"
